HorseID,3,0,10,0
RaceID,3,0,8,0
HorseNumber,1,8,10,0
TrainType,3,10,12,0
TrainCourse,3,12,13,0
TrainCourseSlope,3,13,15,0
TrainCourseWood,3,15,17,0
TrainCourseDirt,3,17,19,0
TrainCourseTurf,3,19,21,0
TrainCoursePool,3,21,23,0
TrainCourseObstacle,3,23,25,0
TrainCoursePoly,3,25,27,0
TrainDistance,3,27,28,0
TrainPoint,3,28,29,0
ChaseScore,2,29,32,0
FinishScore,2,32,35,0
TrainAmountEvaluation,3,35,36,0
FiishScoreDelta,2,36,37,0
TrainEvaluation,3,85,86,0
